fecha,turno,loteria,posicion,numero,sorteo_nro
2026-02-03,Nocturna,Provincia,5,2884,12678
2026-02-03,Nocturna,Provincia,6,6255,12678
2026-02-03,Nocturna,Provincia,7,0731,12678
2026-02-03,Nocturna,Provincia,8,7789,12678
2026-02-03,Nocturna,Provincia,9,9340,12678
2026-02-03,Nocturna,Provincia,10,1125,12678
2026-02-03,Nocturna,Provincia,11,3470,12678
2026-02-03,Nocturna,Provincia,12,9154,12678
2026-02-03,Nocturna,Provincia,13,5845,12678
2026-02-03,Nocturna,Provincia,14,1245,12678
2026-02-03,Nocturna,Provincia,15,3475,12678
2026-02-03,Nocturna,Provincia,16,9471,12678
2026-02-03,Nocturna,Provincia,17,8399,12678
2026-02-03,Nocturna,Provincia,18,4400,12678
2026-02-03,Nocturna,Provincia,19,8058,12678
2026-02-03,Nocturna,Provincia,20,7506,12678
2026-02-04,Nocturna,Provincia,1,3951,12679
2026-02-04,Nocturna,Provincia,2,5770,12679
2026-02-04,Nocturna,Provincia,3,1670,12679
2026-02-04,Nocturna,Provincia,4,2855,12679
2026-02-04,Nocturna,Provincia,5,1755,12679
2026-02-04,Nocturna,Provincia,6,5043,12679
2026-02-04,Nocturna,Provincia,7,4165,12679
2026-02-04,Nocturna,Provincia,8,0430,12679
2026-02-04,Nocturna,Provincia,9,0846,12679
2026-02-04,Nocturna,Provincia,10,0825,12679
2026-02-04,Nocturna,Provincia,11,1466,12679
2026-02-04,Nocturna,Provincia,12,0890,12679
2026-02-04,Nocturna,Provincia,13,3575,12679
2026-02-04,Nocturna,Provincia,14,0397,12679
2026-02-04,Nocturna,Provincia,15,0424,12679
2026-02-04,Nocturna,Provincia,16,9669,12679
2026-02-04,Nocturna,Provincia,17,1868,12679
2026-02-04,Nocturna,Provincia,18,5017,12679
2026-02-04,Nocturna,Provincia,19,2154,12679
2026-02-04,Nocturna,Provincia,20,3189,12679
2026-02-05,Nocturna,Provincia,1,3510,12680
2026-02-05,Nocturna,Provincia,2,8871,12680
2026-02-05,Nocturna,Provincia,3,0441,12680
2026-02-05,Nocturna,Provincia,4,7305,12680
2026-02-05,Nocturna,Provincia,5,0824,12680
2026-02-05,Nocturna,Provincia,6,8287,12680
2026-02-05,Nocturna,Provincia,7,3228,12680
2026-02-05,Nocturna,Provincia,8,4847,12680
2026-02-05,Nocturna,Provincia,9,1862,12680
2026-02-05,Nocturna,Provincia,10,9350,12680
2026-02-05,Nocturna,Provincia,11,4025,12680
2026-02-05,Nocturna,Provincia,12,5872,12680
2026-02-05,Nocturna,Provincia,13,2874,12680
2026-02-05,Nocturna,Provincia,14,3260,12680
2026-02-05,Nocturna,Provincia,15,3131,12680
2026-02-05,Nocturna,Provincia,16,9618,12680
2026-02-05,Nocturna,Provincia,17,9424,12680
2026-02-05,Nocturna,Provincia,18,0535,12680
2026-02-05,Nocturna,Provincia,19,8765,12680
2026-02-05,Nocturna,Provincia,20,2264,12680
2026-02-06,Nocturna,Provincia,1,2329,12681
2026-02-06,Nocturna,Provincia,2,7694,12681
2026-02-06,Nocturna,Provincia,3,3965,12681
2026-02-06,Nocturna,Provincia,4,7578,12681
2026-02-06,Nocturna,Provincia,5,1566,12681
2026-02-06,Nocturna,Provincia,6,7592,12681
2026-02-06,Nocturna,Provincia,7,9629,12681
2026-02-06,Nocturna,Provincia,8,4478,12681
2026-02-06,Nocturna,Provincia,9,4700,12681
2026-02-06,Nocturna,Provincia,10,0705,12681
2026-02-06,Nocturna,Provincia,11,4561,12681
2026-02-06,Nocturna,Provincia,12,6154,12681
2026-02-06,Nocturna,Provincia,13,0465,12681
2026-02-06,Nocturna,Provincia,14,7267,12681
2026-02-06,Nocturna,Provincia,15,4213,12681
2026-02-06,Nocturna,Provincia,16,7925,12681
2026-02-06,Nocturna,Provincia,17,8668,12681
2026-02-06,Nocturna,Provincia,18,2127,12681
2026-02-06,Nocturna,Provincia,19,2188,12681
2026-02-06,Nocturna,Provincia,20,9918,12681
2026-02-07,Nocturna,Provincia,1,6456,12682
2026-02-07,Nocturna,Provincia,2,9101,12682
2026-02-07,Nocturna,Provincia,3,4184,12682
2026-02-07,Nocturna,Provincia,4,1789,12682
2026-02-07,Nocturna,Provincia,5,8889,12682
2026-02-07,Nocturna,Provincia,6,3116,12682
2026-02-07,Nocturna,Provincia,7,3089,12682
2026-02-07,Nocturna,Provincia,8,4228,12682
2026-02-07,Nocturna,Provincia,9,1823,12682
2026-02-07,Nocturna,Provincia,10,7766,12682
2026-02-07,Nocturna,Provincia,11,8792,12682
2026-02-07,Nocturna,Provincia,12,4415,12682
2026-02-07,Nocturna,Provincia,13,5609,12682
2026-02-07,Nocturna,Provincia,14,2494,12682
2026-02-07,Nocturna,Provincia,15,9459,12682
2026-02-07,Nocturna,Provincia,16,8737,12682
2026-02-07,Nocturna,Provincia,17,2897,12682
2026-02-07,Nocturna,Provincia,18,3736,12682
2026-02-07,Nocturna,Provincia,19,3068,12682
2026-02-07,Nocturna,Provincia,20,5308,12682
2026-02-09,Nocturna,Provincia,1,0021,12683
2026-02-09,Nocturna,Provincia,2,5397,12683
2026-02-09,Nocturna,Provincia,3,4749,12683
2026-02-09,Nocturna,Provincia,4,6922,12683
2026-02-09,Nocturna,Provincia,5,6773,12683
2026-02-09,Nocturna,Provincia,6,0939,12683
2026-02-09,Nocturna,Provincia,7,5895,12683
2026-02-09,Nocturna,Provincia,8,4390,12683
2026-02-09,Nocturna,Provincia,9,1997,12683
2026-02-09,Nocturna,Provincia,10,5050,12683
2026-02-09,Nocturna,Provincia,11,7118,12683
2026-02-09,Nocturna,Provincia,12,6485,12683
2026-02-09,Nocturna,Provincia,13,0183,12683
2026-02-09,Nocturna,Provincia,14,3672,12683
2026-02-09,Nocturna,Provincia,15,8632,12683
2026-02-09,Nocturna,Provincia,16,0701,12683
2026-02-09,Nocturna,Provincia,17,6918,12683
2026-02-09,Nocturna,Provincia,18,8584,12683
2026-02-09,Nocturna,Provincia,19,6785,12683
2026-02-09,Nocturna,Provincia,20,7570,12683
2026-02-10,Nocturna,Provincia,1,7185,12684
2026-02-10,Nocturna,Provincia,2,0308,12684
2026-02-10,Nocturna,Provincia,3,1541,12684
2026-02-10,Nocturna,Provincia,4,8402,12684
2026-02-10,Nocturna,Provincia,5,8466,12684
2026-02-10,Nocturna,Provincia,6,8282,12684
2026-02-10,Nocturna,Provincia,7,7953,12684
2026-02-10,Nocturna,Provincia,8,1677,12684
2026-02-10,Nocturna,Provincia,9,9653,12684
2026-02-10,Nocturna,Provincia,10,0248,12684
2026-02-10,Nocturna,Provincia,11,6228,12684
2026-02-10,Nocturna,Provincia,12,6376,12684
2026-02-10,Nocturna,Provincia,13,4454,12684
2026-02-10,Nocturna,Provincia,14,0226,12684
2026-02-10,Nocturna,Provincia,15,1758,12684
2026-02-10,Nocturna,Provincia,16,1176,12684
2026-02-10,Nocturna,Provincia,17,9874,12684
2026-02-10,Nocturna,Provincia,18,3667,12684
2026-02-10,Nocturna,Provincia,19,4267,12684
2026-02-10,Nocturna,Provincia,20,6397,12684
2026-02-11,Nocturna,Provincia,1,3330,12685
2026-02-11,Nocturna,Provincia,2,5677,12685
2026-02-11,Nocturna,Provincia,3,6548,12685
2026-02-11,Nocturna,Provincia,4,5716,12685
2026-02-11,Nocturna,Provincia,5,3031,12685
2026-02-11,Nocturna,Provincia,6,5753,12685
2026-02-11,Nocturna,Provincia,7,0033,12685
2026-02-11,Nocturna,Provincia,8,2022,12685
2026-02-11,Nocturna,Provincia,9,8997,12685
2026-02-11,Nocturna,Provincia,10,9200,12685
2026-02-11,Nocturna,Provincia,11,2202,12685
2026-02-11,Nocturna,Provincia,12,1054,12685
2026-02-11,Nocturna,Provincia,13,7267,12685
2026-02-11,Nocturna,Provincia,14,2795,12685
2026-02-11,Nocturna,Provincia,15,6336,12685
2026-02-11,Nocturna,Provincia,16,9629,12685
2026-02-11,Nocturna,Provincia,17,5639,12685
2026-02-11,Nocturna,Provincia,18,7008,12685
2026-02-11,Nocturna,Provincia,19,5630,12685
2026-02-11,Nocturna,Provincia,20,6005,12685
2026-02-12,Nocturna,Provincia,1,0820,12686
2026-02-12,Nocturna,Provincia,2,1173,12686
2026-02-12,Nocturna,Provincia,3,0898,12686
2026-02-12,Nocturna,Provincia,4,0554,12686
2026-02-12,Nocturna,Provincia,5,5812,12686
2026-02-12,Nocturna,Provincia,6,3196,12686
2026-02-12,Nocturna,Provincia,7,7007,12686
2026-02-12,Nocturna,Provincia,8,1485,12686
2026-02-12,Nocturna,Provincia,9,1899,12686
2026-02-12,Nocturna,Provincia,10,5968,12686
2026-02-12,Nocturna,Provincia,11,5676,12686
2026-02-12,Nocturna,Provincia,12,8372,12686
2026-02-12,Nocturna,Provincia,13,3754,12686
2026-02-12,Nocturna,Provincia,14,4489,12686
2026-02-12,Nocturna,Provincia,15,5680,12686
2026-02-12,Nocturna,Provincia,16,3275,12686
2026-02-12,Nocturna,Provincia,17,4023,12686
2026-02-12,Nocturna,Provincia,18,5529,12686
2026-02-12,Nocturna,Provincia,19,1931,12686
2026-02-12,Nocturna,Provincia,20,5784,12686
2026-02-13,Nocturna,Provincia,1,0796,12687
2026-02-13,Nocturna,Provincia,2,5228,12687
2026-02-13,Nocturna,Provincia,3,5673,12687
2026-02-13,Nocturna,Provincia,4,8287,12687
2026-02-13,Nocturna,Provincia,5,6624,12687
2026-02-13,Nocturna,Provincia,6,7746,12687
2026-02-13,Nocturna,Provincia,7,0836,12687
2026-02-13,Nocturna,Provincia,8,3249,12687
2026-02-13,Nocturna,Provincia,9,3787,12687
2026-02-13,Nocturna,Provincia,10,5369,12687
2026-02-13,Nocturna,Provincia,11,7334,12687
2026-02-13,Nocturna,Provincia,12,8233,12687
2026-02-13,Nocturna,Provincia,13,3072,12687
2026-02-13,Nocturna,Provincia,14,5743,12687
2026-02-13,Nocturna,Provincia,15,8837,12687
2026-02-13,Nocturna,Provincia,16,1350,12687
2026-02-13,Nocturna,Provincia,17,0545,12687
2026-02-13,Nocturna,Provincia,18,8678,12687
2026-02-13,Nocturna,Provincia,19,2496,12687
2026-02-13,Nocturna,Provincia,20,0928,12687
2026-02-14,Nocturna,Provincia,1,8527,12688
2026-02-14,Nocturna,Provincia,2,3400,12688
2026-02-14,Nocturna,Provincia,3,6171,12688
2026-02-14,Nocturna,Provincia,4,0325,12688
2026-02-14,Nocturna,Provincia,5,5086,12688
2026-02-14,Nocturna,Provincia,6,5304,12688
2026-02-14,Nocturna,Provincia,7,1008,12688
2026-02-14,Nocturna,Provincia,8,9773,12688
2026-02-14,Nocturna,Provincia,9,4224,12688
2026-02-14,Nocturna,Provincia,10,3305,12688
2026-02-14,Nocturna,Provincia,11,6613,12688
2026-02-14,Nocturna,Provincia,12,3944,12688
2026-02-14,Nocturna,Provincia,13,4613,12688
2026-02-14,Nocturna,Provincia,14,5874,12688
2026-02-14,Nocturna,Provincia,15,2227,12688
2026-02-14,Nocturna,Provincia,16,9016,12688
2026-02-14,Nocturna,Provincia,17,0544,12688
2026-02-14,Nocturna,Provincia,18,9738,12688
2026-02-14,Nocturna,Provincia,19,9953,12688
2026-02-14,Nocturna,Provincia,20,7089,12688
2026-02-16,Nocturna,Provincia,1,3725,12689
2026-02-16,Nocturna,Provincia,2,3342,12689
2026-02-16,Nocturna,Provincia,3,8346,12689
2026-02-16,Nocturna,Provincia,4,2486,12689
2026-02-16,Nocturna,Provincia,5,9924,12689
2026-02-16,Nocturna,Provincia,6,1752,12689
2026-02-16,Nocturna,Provincia,7,0401,12689
2026-02-16,Nocturna,Provincia,8,7557,12689
2026-02-16,Nocturna,Provincia,9,7761,12689
2026-02-16,Nocturna,Provincia,10,2982,12689
2026-02-16,Nocturna,Provincia,11,3320,12689
2026-02-16,Nocturna,Provincia,12,3620,12689
2026-02-16,Nocturna,Provincia,13,7659,12689
2026-02-16,Nocturna,Provincia,14,3200,12689
2026-02-16,Nocturna,Provincia,15,4378,12689
2026-02-16,Nocturna,Provincia,16,0068,12689
2026-02-16,Nocturna,Provincia,17,8915,12689
2026-02-16,Nocturna,Provincia,18,6127,12689
2026-02-16,Nocturna,Provincia,19,2155,12689
2026-02-16,Nocturna,Provincia,20,7515,12689
2026-02-17,Nocturna,Provincia,1,8104,12690
2026-02-17,Nocturna,Provincia,2,5005,12690
2026-02-17,Nocturna,Provincia,3,5631,12690
2026-02-17,Nocturna,Provincia,4,0992,12690
2026-02-17,Nocturna,Provincia,5,3913,12690
2026-02-17,Nocturna,Provincia,6,4501,12690
2026-02-17,Nocturna,Provincia,7,4613,12690
2026-02-17,Nocturna,Provincia,8,3658,12690
2026-02-17,Nocturna,Provincia,9,9457,12690
2026-02-17,Nocturna,Provincia,10,9143,12690
2026-02-17,Nocturna,Provincia,11,1191,12690
2026-02-17,Nocturna,Provincia,12,8678,12690
2026-02-17,Nocturna,Provincia,13,8971,12690
2026-02-17,Nocturna,Provincia,14,7001,12690
2026-02-17,Nocturna,Provincia,15,8481,12690
2026-02-17,Nocturna,Provincia,16,4066,12690
2026-02-17,Nocturna,Provincia,17,8255,12690
2026-02-17,Nocturna,Provincia,18,4291,12690
2026-02-17,Nocturna,Provincia,19,0364,12690
2026-02-17,Nocturna,Provincia,20,9636,12690
2026-02-18,Nocturna,Provincia,1,1564,12691
2026-02-18,Nocturna,Provincia,2,1448,12691
2026-02-18,Nocturna,Provincia,3,2901,12691
2026-02-18,Nocturna,Provincia,4,4013,12691
2026-02-18,Nocturna,Provincia,5,6013,12691
2026-02-18,Nocturna,Provincia,6,8351,12691
2026-02-18,Nocturna,Provincia,7,2835,12691
2026-02-18,Nocturna,Provincia,8,8981,12691
2026-02-18,Nocturna,Provincia,9,1890,12691
2026-02-18,Nocturna,Provincia,10,2286,12691
2026-02-18,Nocturna,Provincia,11,5973,12691
2026-02-18,Nocturna,Provincia,12,1998,12691
2026-02-18,Nocturna,Provincia,13,0305,12691
2026-02-18,Nocturna,Provincia,14,9673,12691
2026-02-18,Nocturna,Provincia,15,5430,12691
2026-02-18,Nocturna,Provincia,16,6142,12691
2026-02-18,Nocturna,Provincia,17,4401,12691
2026-02-18,Nocturna,Provincia,18,4903,12691
2026-02-18,Nocturna,Provincia,19,2895,12691
2026-02-18,Nocturna,Provincia,20,6348,12691
2026-02-19,Nocturna,Provincia,1,5823,12692
2026-02-19,Nocturna,Provincia,2,8635,12692
2026-02-19,Nocturna,Provincia,3,0443,12692
2026-02-19,Nocturna,Provincia,4,8895,12692
2026-02-19,Nocturna,Provincia,5,8725,12692
2026-02-19,Nocturna,Provincia,6,9535,12692
2026-02-19,Nocturna,Provincia,7,3848,12692
2026-02-19,Nocturna,Provincia,8,7440,12692
2026-02-19,Nocturna,Provincia,9,2609,12692
2026-02-19,Nocturna,Provincia,10,0727,12692
2026-02-19,Nocturna,Provincia,11,0533,12692
2026-02-19,Nocturna,Provincia,12,9797,12692
2026-02-19,Nocturna,Provincia,13,5296,12692
2026-02-19,Nocturna,Provincia,14,1182,12692
2026-02-19,Nocturna,Provincia,15,4077,12692
2026-02-19,Nocturna,Provincia,16,0069,12692
2026-02-19,Nocturna,Provincia,17,6176,12692
2026-02-19,Nocturna,Provincia,18,0090,12692
2026-02-19,Nocturna,Provincia,19,5881,12692
2026-02-19,Nocturna,Provincia,20,1676,12692
2026-02-20,Nocturna,Provincia,1,1670,12693
2026-02-20,Nocturna,Provincia,2,7809,12693
2026-02-20,Nocturna,Provincia,3,0457,12693
2026-02-20,Nocturna,Provincia,4,4804,12693
2026-02-20,Nocturna,Provincia,5,6148,12693
2026-02-20,Nocturna,Provincia,6,8722,12693
2026-02-20,Nocturna,Provincia,7,4302,12693
2026-02-20,Nocturna,Provincia,8,6462,12693
2026-02-20,Nocturna,Provincia,9,7573,12693
2026-02-20,Nocturna,Provincia,10,1510,12693
2026-02-20,Nocturna,Provincia,11,6803,12693
2026-02-20,Nocturna,Provincia,12,6113,12693
2026-02-20,Nocturna,Provincia,13,9237,12693
2026-02-20,Nocturna,Provincia,14,1168,12693
2026-02-20,Nocturna,Provincia,15,0031,12693
2026-02-20,Nocturna,Provincia,16,4574,12693
2026-02-20,Nocturna,Provincia,17,7610,12693
2026-02-20,Nocturna,Provincia,18,8958,12693
2026-02-20,Nocturna,Provincia,19,6361,12693
2026-02-20,Nocturna,Provincia,20,5145,12693
2026-02-21,Nocturna,Provincia,1,6643,12694
2026-02-21,Nocturna,Provincia,2,5288,12694
2026-02-21,Nocturna,Provincia,3,0189,12694
2026-02-21,Nocturna,Provincia,4,1430,12694
2026-02-21,Nocturna,Provincia,5,6802,12694
2026-02-21,Nocturna,Provincia,6,0375,12694
2026-02-21,Nocturna,Provincia,7,1204,12694
2026-02-21,Nocturna,Provincia,8,4783,12694
2026-02-21,Nocturna,Provincia,9,6593,12694
2026-02-21,Nocturna,Provincia,10,1691,12694
2026-02-21,Nocturna,Provincia,11,4641,12694
2026-02-21,Nocturna,Provincia,12,4415,12694
2026-02-21,Nocturna,Provincia,13,5327,12694
2026-02-21,Nocturna,Provincia,14,6562,12694
2026-02-21,Nocturna,Provincia,15,6967,12694
2026-02-21,Nocturna,Provincia,16,6131,12694
2026-02-21,Nocturna,Provincia,17,1641,12694
2026-02-21,Nocturna,Provincia,18,1072,12694
2026-02-21,Nocturna,Provincia,19,1255,12694
2026-02-21,Nocturna,Provincia,20,3536,12694
2026-02-23,Nocturna,Provincia,1,3355,12695
2026-02-23,Nocturna,Provincia,2,3305,12695
2026-02-23,Nocturna,Provincia,3,7558,12695
2026-02-23,Nocturna,Provincia,4,0917,12695
2026-02-23,Nocturna,Provincia,5,6376,12695
2026-02-23,Nocturna,Provincia,6,1169,12695
2026-02-23,Nocturna,Provincia,7,9283,12695
2026-02-23,Nocturna,Provincia,8,0881,12695
2026-02-23,Nocturna,Provincia,9,6831,12695
2026-02-23,Nocturna,Provincia,10,7010,12695
2026-02-23,Nocturna,Provincia,11,8202,12695
2026-02-23,Nocturna,Provincia,12,0985,12695
2026-02-23,Nocturna,Provincia,13,8296,12695
2026-02-23,Nocturna,Provincia,14,6002,12695
2026-02-23,Nocturna,Provincia,15,2815,12695
2026-02-23,Nocturna,Provincia,16,3152,12695
2026-02-23,Nocturna,Provincia,17,0188,12695
2026-02-23,Nocturna,Provincia,18,7854,12695
2026-02-23,Nocturna,Provincia,19,4430,12695
2026-02-23,Nocturna,Provincia,20,9947,12695
2026-02-24,Nocturna,Provincia,1,4142,12696
2026-02-24,Nocturna,Provincia,2,0692,12696
2026-02-24,Nocturna,Provincia,3,8759,12696
2026-02-24,Nocturna,Provincia,4,0859,12696
2026-02-24,Nocturna,Provincia,5,6213,12696
2026-02-24,Nocturna,Provincia,6,3426,12696
2026-02-24,Nocturna,Provincia,7,2015,12696
2026-02-24,Nocturna,Provincia,8,0890,12696
2026-02-24,Nocturna,Provincia,9,4724,12696
2026-02-24,Nocturna,Provincia,10,5974,12696
2026-02-24,Nocturna,Provincia,11,4194,12696
2026-02-24,Nocturna,Provincia,12,2943,12696
2026-02-24,Nocturna,Provincia,13,1183,12696
2026-02-24,Nocturna,Provincia,14,7063,12696
2026-02-24,Nocturna,Provincia,15,4980,12696
2026-02-24,Nocturna,Provincia,16,2366,12696
2026-02-24,Nocturna,Provincia,17,3758,12696
2026-02-24,Nocturna,Provincia,18,1674,12696
2026-02-24,Nocturna,Provincia,19,4307,12696
2026-02-24,Nocturna,Provincia,20,2833,12696
2026-02-25,Nocturna,Provincia,1,2608,12697
2026-02-25,Nocturna,Provincia,2,7123,12697
2026-02-25,Nocturna,Provincia,3,9609,12697
2026-02-25,Nocturna,Provincia,4,0900,12697
2026-02-25,Nocturna,Provincia,5,7589,12697
2026-02-25,Nocturna,Provincia,6,1910,12697
2026-02-25,Nocturna,Provincia,7,7823,12697
2026-02-25,Nocturna,Provincia,8,5750,12697
2026-02-25,Nocturna,Provincia,9,7776,12697
2026-02-25,Nocturna,Provincia,10,8172,12697
2026-02-25,Nocturna,Provincia,11,4609,12697
2026-02-25,Nocturna,Provincia,12,8712,12697
2026-02-25,Nocturna,Provincia,13,9520,12697
2026-02-25,Nocturna,Provincia,14,5299,12697
2026-02-25,Nocturna,Provincia,15,3429,12697
2026-02-25,Nocturna,Provincia,16,9490,12697
2026-02-25,Nocturna,Provincia,17,7109,12697
2026-02-25,Nocturna,Provincia,18,3383,12697
2026-02-25,Nocturna,Provincia,19,5888,12697
2026-02-25,Nocturna,Provincia,20,7794,12697
2026-02-26,Nocturna,Provincia,1,2337,12698
2026-02-26,Nocturna,Provincia,2,9035,12698
2026-02-26,Nocturna,Provincia,3,8027,12698
2026-02-26,Nocturna,Provincia,4,2125,12698
2026-02-26,Nocturna,Provincia,5,4944,12698
2026-02-26,Nocturna,Provincia,6,4330,12698
2026-02-26,Nocturna,Provincia,7,0392,12698
2026-02-26,Nocturna,Provincia,8,7665,12698
2026-02-26,Nocturna,Provincia,9,0990,12698
2026-02-26,Nocturna,Provincia,10,6567,12698
2026-02-26,Nocturna,Provincia,11,7182,12698
2026-02-26,Nocturna,Provincia,12,0693,12698
2026-02-26,Nocturna,Provincia,13,1488,12698
2026-02-26,Nocturna,Provincia,14,0391,12698
2026-02-26,Nocturna,Provincia,15,9393,12698
2026-02-26,Nocturna,Provincia,16,8943,12698
2026-02-26,Nocturna,Provincia,17,0631,12698
2026-02-26,Nocturna,Provincia,18,4620,12698
2026-02-26,Nocturna,Provincia,19,7690,12698
2026-02-26,Nocturna,Provincia,20,7439,12698
2026-02-27,Nocturna,Provincia,1,2450,12699
2026-02-27,Nocturna,Provincia,2,6519,12699
2026-02-27,Nocturna,Provincia,3,2471,12699
2026-02-27,Nocturna,Provincia,4,7148,12699
2026-02-27,Nocturna,Provincia,5,7035,12699
2026-02-27,Nocturna,Provincia,6,7116,12699
2026-02-27,Nocturna,Provincia,7,0779,12699
2026-02-27,Nocturna,Provincia,8,5810,12699
2026-02-27,Nocturna,Provincia,9,7363,12699
2026-02-27,Nocturna,Provincia,10,4743,12699
2026-02-27,Nocturna,Provincia,11,9410,12699
2026-02-27,Nocturna,Provincia,12,4400,12699
2026-02-27,Nocturna,Provincia,13,8288,12699
2026-02-27,Nocturna,Provincia,14,0896,12699
2026-02-27,Nocturna,Provincia,15,8557,12699
2026-02-27,Nocturna,Provincia,16,1918,12699
2026-02-27,Nocturna,Provincia,17,3729,12699
2026-02-27,Nocturna,Provincia,18,7433,12699
2026-02-27,Nocturna,Provincia,19,3799,12699
2026-02-27,Nocturna,Provincia,20,8286,12699
2026-02-28,Nocturna,Provincia,1,9779,12700
2026-02-28,Nocturna,Provincia,2,2609,12700
2026-02-28,Nocturna,Provincia,3,5048,12700
2026-02-28,Nocturna,Provincia,4,2962,12700
2026-02-28,Nocturna,Provincia,5,4321,12700
2026-02-28,Nocturna,Provincia,6,0649,12700
2026-02-28,Nocturna,Provincia,7,7948,12700
2026-02-28,Nocturna,Provincia,8,3143,12700
2026-02-28,Nocturna,Provincia,9,3037,12700
2026-02-28,Nocturna,Provincia,10,7554,12700
2026-02-28,Nocturna,Provincia,11,2965,12700
2026-02-28,Nocturna,Provincia,12,4311,12700
2026-02-28,Nocturna,Provincia,13,6337,12700
2026-02-28,Nocturna,Provincia,14,4410,12700
2026-02-28,Nocturna,Provincia,15,6803,12700
2026-02-28,Nocturna,Provincia,16,0728,12700
2026-02-28,Nocturna,Provincia,17,9584,12700
2026-02-28,Nocturna,Provincia,18,9990,12700
2026-02-28,Nocturna,Provincia,19,0611,12700
2026-02-28,Nocturna,Provincia,20,2374,12700
2026-03-02,Nocturna,Provincia,1,4632,12701
2026-03-02,Nocturna,Provincia,2,8617,12701
2026-03-02,Nocturna,Provincia,3,5509,12701
2026-03-02,Nocturna,Provincia,4,1153,12701
2026-03-02,Nocturna,Provincia,5,8616,12701
2026-03-02,Nocturna,Provincia,6,6960,12701
2026-03-02,Nocturna,Provincia,7,0559,12701
2026-03-02,Nocturna,Provincia,8,7571,12701
2026-03-02,Nocturna,Provincia,9,0810,12701
2026-03-02,Nocturna,Provincia,10,3083,12701
2026-03-02,Nocturna,Provincia,11,8428,12701
2026-03-02,Nocturna,Provincia,12,9041,12701
2026-03-02,Nocturna,Provincia,13,2667,12701
2026-03-02,Nocturna,Provincia,14,0629,12701
2026-03-02,Nocturna,Provincia,15,3012,12701
2026-03-02,Nocturna,Provincia,16,2841,12701
2026-03-02,Nocturna,Provincia,17,6416,12701
2026-03-02,Nocturna,Provincia,18,3965,12701
2026-03-02,Nocturna,Provincia,19,6521,12701
2026-03-02,Nocturna,Provincia,20,7129,12701
2026-03-03,Nocturna,Provincia,1,6091,12702
2026-03-03,Nocturna,Provincia,2,0003,12702
2026-03-03,Nocturna,Provincia,3,4142,12702
2026-03-03,Nocturna,Provincia,4,5698,12702
2026-03-03,Nocturna,Provincia,5,7104,12702
2026-03-03,Nocturna,Provincia,6,7639,12702
2026-03-03,Nocturna,Provincia,7,7419,12702
2026-03-03,Nocturna,Provincia,8,3337,12702
2026-03-03,Nocturna,Provincia,9,7398,12702
2026-03-03,Nocturna,Provincia,10,5250,12702
2026-03-03,Nocturna,Provincia,11,0195,12702
2026-03-03,Nocturna,Provincia,12,5822,12702
2026-03-03,Nocturna,Provincia,13,7709,12702
2026-03-03,Nocturna,Provincia,14,7538,12702
2026-03-03,Nocturna,Provincia,15,8755,12702
2026-03-03,Nocturna,Provincia,16,5590,12702
2026-03-03,Nocturna,Provincia,17,2699,12702
2026-03-03,Nocturna,Provincia,18,2961,12702
2026-03-03,Nocturna,Provincia,19,8715,12702
2026-03-03,Nocturna,Provincia,20,8747,12702
2026-03-04,Nocturna,Provincia,1,7242,12703
2026-03-04,Nocturna,Provincia,2,1150,12703
2026-03-04,Nocturna,Provincia,3,8301,12703
2026-03-04,Nocturna,Provincia,4,0161,12703
2026-03-04,Nocturna,Provincia,5,2797,12703
2026-03-04,Nocturna,Provincia,6,4644,12703
2026-03-04,Nocturna,Provincia,7,1187,12703
2026-03-04,Nocturna,Provincia,8,1831,12703
2026-03-04,Nocturna,Provincia,9,5891,12703
2026-03-04,Nocturna,Provincia,10,1975,12703
2026-03-04,Nocturna,Provincia,11,0475,12703
2026-03-04,Nocturna,Provincia,12,7574,12703
2026-03-04,Nocturna,Provincia,13,3162,12703
2026-03-04,Nocturna,Provincia,14,0015,12703
2026-03-04,Nocturna,Provincia,15,8597,12703
2026-03-04,Nocturna,Provincia,16,5336,12703
2026-03-04,Nocturna,Provincia,17,2754,12703
2026-03-04,Nocturna,Provincia,18,9699,12703
2026-03-04,Nocturna,Provincia,19,7704,12703
2026-03-04,Nocturna,Provincia,20,5345,12703
2026-03-05,Nocturna,Provincia,1,4747,12704
2026-03-05,Nocturna,Provincia,2,3342,12704
2026-03-05,Nocturna,Provincia,3,4624,12704
2026-03-05,Nocturna,Provincia,4,5749,12704
2026-03-05,Nocturna,Provincia,5,2247,12704
2026-03-05,Nocturna,Provincia,6,7308,12704
2026-03-05,Nocturna,Provincia,7,4287,12704
2026-03-05,Nocturna,Provincia,8,4805,12704
2026-03-05,Nocturna,Provincia,9,7625,12704
2026-03-05,Nocturna,Provincia,10,5432,12704
2026-03-05,Nocturna,Provincia,11,1772,12704
2026-03-05,Nocturna,Provincia,12,5553,12704
2026-03-05,Nocturna,Provincia,13,3024,12704
2026-03-05,Nocturna,Provincia,14,7555,12704
2026-03-05,Nocturna,Provincia,15,0954,12704
2026-03-05,Nocturna,Provincia,16,5126,12704
2026-03-05,Nocturna,Provincia,17,5318,12704
2026-03-05,Nocturna,Provincia,18,5813,12704
2026-03-05,Nocturna,Provincia,19,4419,12704
2026-03-05,Nocturna,Provincia,20,1374,12704
2026-03-06,Nocturna,Provincia,1,9945,12705
